"n.t","n.per","scenario","sd_group","true","model","number","param","sd","lower","upper","conv","time"
8,30,1,0.223606797749979,0.182321556793955,"1",0,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"1",1,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"1",2,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"1",3,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"1",4,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"1",5,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"1",6,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"1",7,0.226614805529046,0.163041489939361,-0.0929406427378505,0.546170253795942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",0,0.264466519772636,0.208466940795684,-0.144121176154149,0.67305421569942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",1,0.066116629943159,0.052116735198921,-0.0360302940385372,0.168263553924855,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",2,0.132233259886318,0.104233470397842,-0.0720605880770743,0.33652710784971,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",3,0.198349889829477,0.156350205596763,-0.108090882115611,0.504790661774565,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",4,0.264466519772636,0.208466940795684,-0.144121176154149,0.67305421569942,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",5,0.330583149715795,0.260583675994605,-0.180151470192686,0.841317769624276,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",6,0.396699779658954,0.312700411193526,-0.216181764231223,1.00958132354913,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"2",7,0.462816409602113,0.364817146392447,-0.25221205826976,1.17784487747399,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",0,0.251626029546972,0.178080137621786,-0.0974046265536643,0.600656685647609,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",1,0.189002097643472,0.190620111011747,-0.18460645466858,0.562610649955523,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",2,0.262063351530889,0.189924343997062,-0.110181522490748,0.634308225552527,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",3,0.262063351530889,0.189924343997062,-0.110181522490748,0.634308225552527,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",4,0.262063351530889,0.189924343997062,-0.110181522490748,0.634308225552527,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",5,0.262063351530889,0.189924343997062,-0.110181522490748,0.634308225552527,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",6,0.262063351530889,0.189924343997062,-0.110181522490748,0.634308225552527,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"3",7,0.262063351530889,0.189924343997062,-0.110181522490748,0.634308225552527,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"4",0,0.30417842134896,0.237930358842995,-0.162156512812002,0.770513355509921,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"4",1,0.21543975219731,0.19919692162254,-0.174979040014115,0.605858544408736,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"4",2,0.0750648762041918,0.219705537931943,-0.355550065346414,0.505679817754798,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"4",3,0.403920024418408,0.256097014118007,-0.0980208998011313,0.905860948637948,1,5.97300964196523
8,30,1,0.223606797749979,0.182321556793955,"4",4,0.631213436430374,0.299183792980252,0.0448239774309931,1.21760289542976,1,5.97300964196523
